corner,vdd_v,temperature_c,differential_v,common_mode_ratio,pair_skew,trim_code,load_ff,max_step_ps,design_name,source_resistance_ohm,sample_cap_ff,previous_differential_v,deadline_ns,coarse_max_step_ps,fine_max_step_ps,coarse_run_id,fine_run_id,coarse_outcome,fine_outcome,energy_difference_percent,latency_difference_ns,passed
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,0.25,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,unresolved,unresolved,0.006685046602548863,,True
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,0.35,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,unresolved,unresolved,0.006685046602548863,,True
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,0.5,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,unresolved,unresolved,0.006685046602548863,,True
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,0.75,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,wrong,wrong,0.006685046602548863,0.0005490646510102337,True
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,1.0,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,wrong,wrong,0.006685046602548863,0.0005490646510102337,True
ff,1.62,125.0,-0.001,0.5,0.04,-2,5.0,1.25,baseline,0.0,0.0,,2.0,1.25,0.625,6f4ed96017e571a6e54db63a,676321da9ff3301153af7b7b,wrong,wrong,0.006685046602548863,0.0005490646510102337,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,0.25,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,unresolved,unresolved,0.0017001253953066126,,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,0.35,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,unresolved,unresolved,0.0017001253953066126,,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,0.5,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,unresolved,unresolved,0.0017001253953066126,,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,0.75,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,correct,correct,0.0017001253953066126,0.0004589152791201201,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,1.0,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,correct,correct,0.0017001253953066126,0.0004589152791201201,True
fs,1.95,125.0,0.001,0.5,0.04,-3,5.0,1.25,baseline,0.0,0.0,,2.0,1.25,0.625,11a1ab8cb4d2e8e9f042e9f9,1e5762b2bf8e5509045382ca,correct,correct,0.0017001253953066126,0.0004589152791201201,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.25,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,unresolved,unresolved,0.0025276651837302416,,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.35,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,unresolved,unresolved,0.0025276651837302416,,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.5,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,correct,correct,0.0025276651837302416,0.0,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,0.75,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,correct,correct,0.0025276651837302416,0.00010603712617940353,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,1.0,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,correct,correct,0.0025276651837302416,0.00010603712617940353,True
tt,1.8,27.0,-0.001,0.5,0.0,0,5.0,1.25,baseline,0.0,0.0,,2.0,1.25,0.625,4b0d08984e8811bcbd3fe379,10ab23bf62a4b1c344601d2e,correct,correct,0.0025276651837302416,0.00010603712617940353,True
