Using SPARSE 1.3 as Direct Linear Solver

Note: Compatibility modes selected: hs a


Circuit: comparator atlas: nominal published 27-device matched layout experiment

option SCALE: Scale is set to 1e-06 for instance and model parameters
Doing analysis at TEMP = -40.000000 and TNOM = 27.000000


Initial Transient Solution
--------------------------

Node                                   Voltage
vtn1#branch                                  0
vtn0#branch                                  0
vtp3#branch                                  0
vtp2#branch                                  0
vtp1#branch                                  0
vtp0#branch                                  0
vinn#branch                       -1.11022e-16
vinp#branch                                  0
vclk#branch                                  0
vdd#branch                        -3.71257e-11

 Reference value :  1.90049e-08 Reference value :  2.33812e-08 Reference value :  2.79487e-08
No. of Data Rows : 2233
 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x26.msky130_fd m.xdut.x25.msky130_fd m.xdut.x24.msky130_fd
      model xdut.x26:sky130_fd_pr xdut.x25:sky130_fd_pr xdut.x24:sky130_fd_pr
          w                 1e-06                 1e-06                 4e-06
          l               1.5e-07               1.5e-07               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x23.msky130_fd m.xdut.x22.msky130_fd m.xdut.x21.msky130_fd
      model xdut.x23:sky130_fd_pr xdut.x22:sky130_fd_pr xdut.x21:sky130_fd_pr
          w              1.68e-06                 1e-06                 1e-06
          l                 1e-06               1.5e-07               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x20.msky130_fd m.xdut.x19.msky130_fd m.xdut.x18.msky130_fd
      model xdut.x20:sky130_fd_pr xdut.x19:sky130_fd_pr xdut.x18:sky130_fd_pr
          w              3.36e-06                 2e-06               8.4e-07
          l                 1e-06               1.5e-07                 1e-06

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x17.msky130_fd m.xdut.x16.msky130_fd m.xdut.x15.msky130_fd
      model xdut.x17:sky130_fd_pr xdut.x16:sky130_fd_pr xdut.x15:sky130_fd_pr
          w                 8e-06              1.68e-06                 1e-06
          l               1.5e-07                 1e-06               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x14.msky130_fd m.xdut.x13.msky130_fd m.xdut.x12.msky130_fd
      model xdut.x14:sky130_fd_pr xdut.x13:sky130_fd_pr xdut.x12:sky130_fd_pr
          w                 1e-06                 1e-06                 2e-06
          l               1.5e-07               1.5e-07               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x11.msky130_fd m.xdut.x10.msky130_fd m.xdut.x9.msky130_fd_
      model xdut.x11:sky130_fd_pr xdut.x10:sky130_fd_pr xdut.x9:sky130_fd_pr_
          w              3.36e-06                 4e-06                 3e-06
          l                 1e-06               1.5e-07               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x8.msky130_fd_ m.xdut.x7.msky130_fd_ m.xdut.x6.msky130_fd_
      model xdut.x8:sky130_fd_pr_ xdut.x7:sky130_fd_pr_ xdut.x6:sky130_fd_pr_
          w               8.4e-07               4.2e-07                 8e-06
          l                 1e-06                 1e-06               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x5.msky130_fd_ m.xdut.x4.msky130_fd_ m.xdut.x3.msky130_fd_
      model xdut.x5:sky130_fd_pr_ xdut.x4:sky130_fd_pr_ xdut.x3:sky130_fd_pr_
          w                 3e-06                 2e-06                 2e-06
          l               1.5e-07               1.5e-07               1.5e-07

 BSIM4v5: Berkeley Short Channel IGFET Model-4
     device m.xdut.x2.msky130_fd_ m.xdut.x1.msky130_fd_ m.xdut.x0.msky130_fd_
      model xdut.x2:sky130_fd_pr_ xdut.x1:sky130_fd_pr_ xdut.x0:sky130_fd_pr_
          w               4.2e-07                 7e-06                 1e-06
          l                 1e-06               1.5e-07               1.5e-07

 Capacitor: Fixed capacitor
     device                   cqn                   cqp           c.xdut.c318
      model                     C                     C                     C
          w                 1e-05                 1e-05                 1e-05
          l                     0                     0                     0

 Capacitor: Fixed capacitor
     device           c.xdut.c317           c.xdut.c316           c.xdut.c315
      model                     C                     C                     C
          w                 1e-05                 1e-05                 1e-05
          l                     0                     0                     0

 Capacitor: Fixed capacitor
     device           c.xdut.c314           c.xdut.c313           c.xdut.c312
      model                     C                     C                     C
          w                 1e-05                 1e-05                 1e-05
          l                     0                     0                     0

 Capacitor: Fixed capacitor
     device           c.xdut.c311           c.xdut.c310           c.xdut.c309
      model                     C                     C                     C
